content,score,Label,text_clean,text_StopWord,text_tokens,text_steamindo
Luar biyasa,5,Positif,luar biyasa,biyasa,['biyasa'],biyasa
Pos aja aman dan nyaman semua urusan teratasi,5,Positif,pos aja aman dan nyaman semua urusan teratasi,pos aja aman nyaman urusan teratasi,"['pos', 'aja', 'aman', 'nyaman', 'urusan', 'teratasi']",pos aja aman nyaman urus atas
Semoga Posindonesia makin canggih,5,Positif,semoga posindonesia makin canggih,semoga posindonesia canggih,"['semoga', 'posindonesia', 'canggih']",moga posindonesia canggih
Sip bro,5,Positif,sip bro,sip bro,"['sip', 'bro']",sip bro
Pos aja keren n mantabs,5,Positif,pos aja keren n mantabs,pos aja keren n mantabs,"['pos', 'aja', 'keren', 'n', 'mantabs']",pos aja keren n mantabs
Apk nya Ok Mantul 👌👍👍👍,5,Positif,apk nya ok mantul ,apk nya ok mantul,"['apk', 'nya', 'ok', 'mantul']",apk nya ok mantul
Mantap maju terus Pos Indonesia 👍🏻,5,Positif,mantap maju terus pos indonesia ,mantap maju pos indonesia,"['mantap', 'maju', 'pos', 'indonesia']",mantap maju pos indonesia
Mantul sekarang ga perlu repot paket dan surat bapak/ibu siap km jemput,5,Positif,mantul sekarang ga perlu repot paket dan surat bapakibu siap km jemput,mantul ga repot paket surat bapakibu km jemput,"['mantul', 'ga', 'repot', 'paket', 'surat', 'bapakibu', 'km', 'jemput']",mantul ga repot paket surat bapakibu km jemput
"Aplikasinya bagus, bisa cek tarif dari rumah, dan lebih memudahkan untuk para pebisol.",5,Positif,aplikasinya bagus bisa cek tarif dari rumah dan lebih memudahkan untuk para pebisol,aplikasinya bagus cek tarif rumah memudahkan pebisol,"['aplikasinya', 'bagus', 'cek', 'tarif', 'rumah', 'memudahkan', 'pebisol']",aplikasi bagus cek tarif rumah mudah pebisol
"Pos aja kerennn...sangat membantu pedangan online, hemat waktu, mudah di gunakan..pokoknya mantapps...jng lupa di instal ya gaes...",5,Positif,pos aja kerennnsangat membantu pedangan online hemat waktu mudah di gunakanpokoknya mantappsjng lupa di instal ya gaes,pos aja kerennnsangat membantu pedangan online hemat mudah gunakanpokoknya mantappsjng lupa instal ya gaes,"['pos', 'aja', 'kerennnsangat', 'membantu', 'pedangan', 'online', 'hemat', 'mudah', 'gunakanpokoknya', 'mantappsjng', 'lupa', 'instal', 'ya', 'gaes']",pos aja kerennnsangat bantu pedang online hemat mudah gunakanpokoknya mantappsjng lupa instal ya gaes
Dijaman milenial sangat modern dan mudah untuk transaksi apa aja..cukup pake hp kamu dimana aja,5,Positif,dijaman milenial sangat modern dan mudah untuk transaksi apa ajacukup pake hp kamu dimana aja,dijaman milenial modern mudah transaksi ajacukup pake hp dimana aja,"['dijaman', 'milenial', 'modern', 'mudah', 'transaksi', 'ajacukup', 'pake', 'hp', 'dimana', 'aja']",jam milenial modern mudah transaksi ajacukup pake hp mana aja
Mantulbro,5,Positif,mantulbro,mantulbro,['mantulbro'],mantulbro
Mantap.👍👍,5,Positif,mantap,mantap,['mantap'],mantap
PosAja keren Smoga lebih memudahkan para pebisol,5,Positif,posaja keren smoga lebih memudahkan para pebisol,posaja keren smoga memudahkan pebisol,"['posaja', 'keren', 'smoga', 'memudahkan', 'pebisol']",posaja keren smoga mudah pebisol
Mantap,5,Positif,mantap,mantap,['mantap'],mantap
Aplikasi nya mudah di gunakan dan simpel misal bisa cek tarif kiriman..,5,Positif,aplikasi nya mudah di gunakan dan simpel misal bisa cek tarif kiriman,aplikasi nya mudah simpel cek tarif kiriman,"['aplikasi', 'nya', 'mudah', 'simpel', 'cek', 'tarif', 'kiriman']",aplikasi nya mudah simpel cek tarif kirim
"Pake Pos COD admin paling murah, cuma kadang pengiriman lewat estimasi. Pencairan dana COD juga cepat.",3,Netral,pake pos cod admin paling murah cuma kadang pengiriman lewat estimasi pencairan dana cod juga cepat,pake pos cod admin murah kadang pengiriman estimasi pencairan dana cod cepat,"['pake', 'pos', 'cod', 'admin', 'murah', 'kadang', 'pengiriman', 'estimasi', 'pencairan', 'dana', 'cod', 'cepat']",pake pos cod admin murah kadang kirim estimasi cair dana cod cepat
"Aplikasinya bagus,sangat bermanfaat..bisa cek dan lacak kiriman dgn mudah 👍👍👍",5,Positif,aplikasinya bagussangat bermanfaatbisa cek dan lacak kiriman dgn mudah ,aplikasinya bagussangat bermanfaatbisa cek lacak kiriman dgn mudah,"['aplikasinya', 'bagussangat', 'bermanfaatbisa', 'cek', 'lacak', 'kiriman', 'dgn', 'mudah']",aplikasi bagussangat bermanfaatbisa cek lacak kirim dgn mudah
Pos Aja.. Matabsss.. Sangat membantu pedagang Online... Smoga PT. Pos Indonesia smkin Jaya...👍👍👍,5,Positif,pos aja matabsss sangat membantu pedagang online smoga pt pos indonesia smkin jaya,pos aja matabsss membantu pedagang online smoga pt pos indonesia smkin jaya,"['pos', 'aja', 'matabsss', 'membantu', 'pedagang', 'online', 'smoga', 'pt', 'pos', 'indonesia', 'smkin', 'jaya']",pos aja matabsss bantu dagang online smoga pt pos indonesia smkin jaya
Betul betul mantap sangat membantu sekali aplikasinya bisa pick up gratis pula terpercaya lah pokonya,5,Positif,betul betul mantap sangat membantu sekali aplikasinya bisa pick up gratis pula terpercaya lah pokonya,mantap membantu aplikasinya pick up gratis terpercaya pokonya,"['mantap', 'membantu', 'aplikasinya', 'pick', 'up', 'gratis', 'terpercaya', 'pokonya']",mantap bantu aplikasi pick up gratis percaya poko
Aplikasi yg sangat membantu sekali n gk ribet. Terima kasih....,5,Positif,aplikasi yg sangat membantu sekali n gk ribet terima kasih,aplikasi yg membantu n gk ribet terima kasih,"['aplikasi', 'yg', 'membantu', 'n', 'gk', 'ribet', 'terima', 'kasih']",aplikasi yg bantu n gk ribet terima kasih
Mudah dan nyaman,5,Positif,mudah dan nyaman,mudah nyaman,"['mudah', 'nyaman']",mudah nyaman
Sangat membantu ... Smoga lancar jaya👍👍💪💪,5,Positif,sangat membantu  smoga lancar jaya,membantu smoga lancar jaya,"['membantu', 'smoga', 'lancar', 'jaya']",bantu smoga lancar jaya
"PPKM = PENGIRIMAN PAKET KAMI MENJEMPUT..!! Anda kirim Paket dari rumah,, akan kami jemput.... Pickup service...",5,Positif,ppkm  pengiriman paket kami menjemput anda kirim paket dari rumah akan kami jemput pickup service,ppkm pengiriman paket menjemput kirim paket rumah jemput pickup service,"['ppkm', 'pengiriman', 'paket', 'menjemput', 'kirim', 'paket', 'rumah', 'jemput', 'pickup', 'service']",ppkm kirim paket jemput kirim paket rumah jemput pickup service
"Mantap,sangat membantu Jaya terus posindonesia",5,Positif,mantapsangat membantu jaya terus posindonesia,mantapsangat membantu jaya posindonesia,"['mantapsangat', 'membantu', 'jaya', 'posindonesia']",mantapsangat bantu jaya posindonesia
Aplikasi bagus....sangat membantu...cukup di rumah ... pengiriman terlayani,5,Positif,aplikasi bagussangat membantucukup di rumah  pengiriman terlayani,aplikasi bagussangat membantucukup rumah pengiriman terlayani,"['aplikasi', 'bagussangat', 'membantucukup', 'rumah', 'pengiriman', 'terlayani']",aplikasi bagussangat membantucukup rumah kirim layan
Saya kasih bintang 7,5,Positif,saya kasih bintang ,kasih bintang,"['kasih', 'bintang']",kasih bintang
Aplikasi mantab mantab,5,Positif,aplikasi mantab mantab,aplikasi mantab mantab,"['aplikasi', 'mantab', 'mantab']",aplikasi mantab mantab
Mempermudah dalam kegiatan bertransaksi dan berbisnis..👍...,5,Positif,mempermudah dalam kegiatan bertransaksi dan berbisnis,mempermudah kegiatan bertransaksi berbisnis,"['mempermudah', 'kegiatan', 'bertransaksi', 'berbisnis']",mudah giat transaksi bisnis
mantul,5,Positif,mantul,mantul,['mantul'],mantul
Sangat membantu,5,Positif,sangat membantu,membantu,['membantu'],bantu
Aplikasi yg memudahkan masyarakat milenilal biar gampang kirim barang ☺️,5,Positif,aplikasi yg memudahkan masyarakat milenilal biar gampang kirim barang ,aplikasi yg memudahkan masyarakat milenilal biar gampang kirim barang,"['aplikasi', 'yg', 'memudahkan', 'masyarakat', 'milenilal', 'biar', 'gampang', 'kirim', 'barang']",aplikasi yg mudah masyarakat milenilal biar gampang kirim barang
Lebih mudah untuk melacaknya kiriman yg saya kirim selain itu saya sebagai pedagang online sangat puas karena untuk mengirim barang enggak perlu repot mengirimnya cukup dari rumah barang bbrp hari kemudian sdh sampai si penerima,5,Positif,lebih mudah untuk melacaknya kiriman yg saya kirim selain itu saya sebagai pedagang online sangat puas karena untuk mengirim barang enggak perlu repot mengirimnya cukup dari rumah barang bbrp hari kemudian sdh sampai si penerima,mudah melacaknya kiriman yg kirim pedagang online puas mengirim barang repot mengirimnya rumah barang bbrp sdh si penerima,"['mudah', 'melacaknya', 'kiriman', 'yg', 'kirim', 'pedagang', 'online', 'puas', 'mengirim', 'barang', 'repot', 'mengirimnya', 'rumah', 'barang', 'bbrp', 'sdh', 'si', 'penerima']",mudah lacak kirim yg kirim dagang online puas kirim barang repot kirim rumah barang bbrp sdh si terima
Mudah dan simpel,5,Positif,mudah dan simpel,mudah simpel,"['mudah', 'simpel']",mudah simpel
PosAja memang manntabs...,5,Positif,posaja memang manntabs,posaja manntabs,"['posaja', 'manntabs']",posaja manntabs
Top,5,Positif,top,top,['top'],top
Pos aja ... Mantapssssss.....👍👍👍👍👍,5,Positif,pos aja  mantapssssss,pos aja mantapssssss,"['pos', 'aja', 'mantapssssss']",pos aja mantapssssss
terima kasih pos aja yg sudah memudahkan kami,5,Positif,terima kasih pos aja yg sudah memudahkan kami,terima kasih pos aja yg memudahkan,"['terima', 'kasih', 'pos', 'aja', 'yg', 'memudahkan']",terima kasih pos aja yg mudah
Aplikasi nya memudahkan pebisol 😍 keren 👍🏻,5,Positif,aplikasi nya memudahkan pebisol  keren ,aplikasi nya memudahkan pebisol keren,"['aplikasi', 'nya', 'memudahkan', 'pebisol', 'keren']",aplikasi nya mudah pebisol keren
Aplikasi sangat bagus dan sangat mudah untuk berbisnis,5,Positif,aplikasi sangat bagus dan sangat mudah untuk berbisnis,aplikasi bagus mudah berbisnis,"['aplikasi', 'bagus', 'mudah', 'berbisnis']",aplikasi bagus mudah bisnis
"Aplikasinya keren, sangat membantu buat pesbisnis online, selain tu kita bisa pessen paket bayar ditmpt/COD keren abis",5,Positif,aplikasinya keren sangat membantu buat pesbisnis online selain tu kita bisa pessen paket bayar ditmptcod keren abis,aplikasinya keren membantu pesbisnis online tu pessen paket bayar ditmptcod keren abis,"['aplikasinya', 'keren', 'membantu', 'pesbisnis', 'online', 'tu', 'pessen', 'paket', 'bayar', 'ditmptcod', 'keren', 'abis']",aplikasi keren bantu pesbisnis online tu pessen paket bayar ditmptcod keren abis
Sangat membantu sekali terutama buat pelanggan pos biar mengetahui cek ongkir nya...,5,Positif,sangat membantu sekali terutama buat pelanggan pos biar mengetahui cek ongkir nya,membantu pelanggan pos biar cek ongkir nya,"['membantu', 'pelanggan', 'pos', 'biar', 'cek', 'ongkir', 'nya']",bantu langgan pos biar cek ongkir nya
Keren...,5,Positif,keren,keren,['keren'],keren
Cara masuk nya bagaimana? Masuk pakai akun baru atau tetal pakai Q pos seperti yg lama? Saya bingung,1,Negatif,cara masuk nya bagaimana masuk pakai akun baru atau tetal pakai q pos seperti yg lama saya bingung,masuk nya masuk pakai akun tetal pakai q pos yg bingung,"['masuk', 'nya', 'masuk', 'pakai', 'akun', 'tetal', 'pakai', 'q', 'pos', 'yg', 'bingung']",masuk nya masuk pakai akun tetal pakai q pos yg bingung
Tambah maju ajh nih aplikasinya,5,Positif,tambah maju ajh nih aplikasinya,maju ajh nih aplikasinya,"['maju', 'ajh', 'nih', 'aplikasinya']",maju ajh nih aplikasi
Pos oke,5,Positif,pos oke,pos oke,"['pos', 'oke']",pos oke
Mantap 👍👍👍,5,Positif,mantap ,mantap,['mantap'],mantap
Terima kasih...sangat membantu dalam dunia bisnis,5,Positif,terima kasihsangat membantu dalam dunia bisnis,terima kasihsangat membantu dunia bisnis,"['terima', 'kasihsangat', 'membantu', 'dunia', 'bisnis']",terima kasihsangat bantu dunia bisnis
Pos makin berinovasi utk memberikan layanan terbaik..,5,Positif,pos makin berinovasi utk memberikan layanan terbaik,pos berinovasi utk layanan terbaik,"['pos', 'berinovasi', 'utk', 'layanan', 'terbaik']",pos inovasi utk layan baik
Alhamdulillah..memudahkan dlm bertransaksi,5,Positif,alhamdulillahmemudahkan dlm bertransaksi,alhamdulillahmemudahkan dlm bertransaksi,"['alhamdulillahmemudahkan', 'dlm', 'bertransaksi']",alhamdulillahmemudahkan dlm transaksi
Sangat membantu buat ngecek kiriman dan tarif kiriman,5,Positif,sangat membantu buat ngecek kiriman dan tarif kiriman,membantu ngecek kiriman tarif kiriman,"['membantu', 'ngecek', 'kiriman', 'tarif', 'kiriman']",bantu ngecek kirim tarif kirim
Mantab......posjuara,5,Positif,mantabposjuara,mantabposjuara,['mantabposjuara'],mantabposjuara
Sangat membantu untuk check kiriman dan tarif,5,Positif,sangat membantu untuk check kiriman dan tarif,membantu check kiriman tarif,"['membantu', 'check', 'kiriman', 'tarif']",bantu check kirim tarif
Dengan adany pos aja kita lebih praktis dan gampang,5,Positif,dengan adany pos aja kita lebih praktis dan gampang,adany pos aja praktis gampang,"['adany', 'pos', 'aja', 'praktis', 'gampang']",adany pos aja praktis gampang
sangat membantu terobosan dari Pos Indonesia.....,5,Positif,sangat membantu terobosan dari pos indonesia,membantu terobosan pos indonesia,"['membantu', 'terobosan', 'pos', 'indonesia']",bantu terobos pos indonesia
Dengan pos aja .....menjadi kemudahan trnsakasi olshop anda,5,Positif,dengan pos aja menjadi kemudahan trnsakasi olshop anda,pos aja kemudahan trnsakasi olshop,"['pos', 'aja', 'kemudahan', 'trnsakasi', 'olshop']",pos aja mudah trnsakasi olshop
Alhamdulillah terbantu bisnis online dgn aplikasi ini,5,Positif,alhamdulillah terbantu bisnis online dgn aplikasi ini,alhamdulillah terbantu bisnis online dgn aplikasi,"['alhamdulillah', 'terbantu', 'bisnis', 'online', 'dgn', 'aplikasi']",alhamdulillah bantu bisnis online dgn aplikasi
"Aplikasi yang bermanfaat bagi online shop, saya online shop dimaksar bisa cek kiriman saya tak perlu lagi datang kekantorpos.",5,Positif,aplikasi yang bermanfaat bagi online shop saya online shop dimaksar bisa cek kiriman saya tak perlu lagi datang kekantorpos,aplikasi bermanfaat online shop online shop dimaksar cek kiriman kekantorpos,"['aplikasi', 'bermanfaat', 'online', 'shop', 'online', 'shop', 'dimaksar', 'cek', 'kiriman', 'kekantorpos']",aplikasi manfaat online shop online shop dimaksar cek kirim kekantorpos
Mantapp,5,Positif,mantapp,mantapp,['mantapp'],mantapp
Aplikasi ini bagus,5,Positif,aplikasi ini bagus,aplikasi bagus,"['aplikasi', 'bagus']",aplikasi bagus
Semoga kedepannya lebih sempurna.,5,Positif,semoga kedepannya lebih sempurna,semoga kedepannya sempurna,"['semoga', 'kedepannya', 'sempurna']",moga depan sempurna
"Mau cek tarif, mau cek kiriman, mau minta pick up paket 📦 semua ada di aplikasi ini.. keren 😎",5,Positif,mau cek tarif mau cek kiriman mau minta pick up paket  semua ada di aplikasi ini keren ,cek tarif cek kiriman pick up paket aplikasi keren,"['cek', 'tarif', 'cek', 'kiriman', 'pick', 'up', 'paket', 'aplikasi', 'keren']",cek tarif cek kirim pick up paket aplikasi keren
"Tolong adakan Fitur ""Login"". Karena ketika saya hapus data ponsel dan membuka aplikasi PosAja lagi tidak ada fitur login, adanya Menu Registrasi sama Pemulihan saja. Kan saya sudah daftar masa harus registrasi lagi dan saya kan tidak lupa pasword masa harus pencet pemulihan akun. Tolong diperbarui aplikasinya demi kenyamanan semua pengguna. Nanti fitur login menurut saya cukup ketik pakai No HP saja dan verifikasi OTPnya terserah mau pakai WA atau SMS",1,Negatif,tolong adakan fitur login karena ketika saya hapus data ponsel dan membuka aplikasi posaja lagi tidak ada fitur login adanya menu registrasi sama pemulihan saja kan saya sudah daftar masa harus registrasi lagi dan saya kan tidak lupa pasword masa harus pencet pemulihan akun tolong diperbarui aplikasinya demi kenyamanan semua pengguna nanti fitur login menurut saya cukup ketik pakai no hp saja dan verifikasi otpnya terserah mau pakai wa atau sms,tolong adakan fitur login hapus data ponsel membuka aplikasi posaja fitur login menu registrasi pemulihan daftar registrasi lupa pasword pencet pemulihan akun tolong diperbarui aplikasinya kenyamanan pengguna fitur login ketik pakai no hp verifikasi otpnya terserah pakai wa sms,"['tolong', 'adakan', 'fitur', 'login', 'hapus', 'data', 'ponsel', 'membuka', 'aplikasi', 'posaja', 'fitur', 'login', 'menu', 'registrasi', 'pemulihan', 'daftar', 'registrasi', 'lupa', 'pasword', 'pencet', 'pemulihan', 'akun', 'tolong', 'diperbarui', 'aplikasinya', 'kenyamanan', 'pengguna', 'fitur', 'login', 'ketik', 'pakai', 'no', 'hp', 'verifikasi', 'otpnya', 'terserah', 'pakai', 'wa', 'sms']",tolong adakan fitur login hapus data ponsel buka aplikasi posaja fitur login menu registrasi pulih daftar registrasi lupa pasword pencet pulih akun tolong baru aplikasi nyaman guna fitur login ketik pakai no hp verifikasi otpnya serah pakai wa sms
Well,5,Positif,well,well,['well'],well
Semoga tambah maju paket banyak ada aplikasi ini,5,Positif,semoga tambah maju paket banyak ada aplikasi ini,semoga maju paket aplikasi,"['semoga', 'maju', 'paket', 'aplikasi']",moga maju paket aplikasi
Sangat membantu terutama utk pick up olshop,5,Positif,sangat membantu terutama utk pick up olshop,membantu utk pick up olshop,"['membantu', 'utk', 'pick', 'up', 'olshop']",bantu utk pick up olshop
Baik,1,Negatif,baik,,[],
Mantab,5,Positif,mantab,mantab,['mantab'],mantab
"Posaja makin mantap resolusi dr q Qposin khususnya kiriman cod ke seluruh indonesia, makin sukses dan jaya pos indonesia",5,Positif,posaja makin mantap resolusi dr q qposin khususnya kiriman cod ke seluruh indonesia makin sukses dan jaya pos indonesia,posaja mantap resolusi dr q qposin kiriman cod indonesia sukses jaya pos indonesia,"['posaja', 'mantap', 'resolusi', 'dr', 'q', 'qposin', 'kiriman', 'cod', 'indonesia', 'sukses', 'jaya', 'pos', 'indonesia']",posaja mantap resolusi dr q qposin kirim cod indonesia sukses jaya pos indonesia
Aplikasinya bagus sekali,5,Positif,aplikasinya bagus sekali,aplikasinya bagus,"['aplikasinya', 'bagus']",aplikasi bagus
KE POS AJA 👌,5,Positif,ke pos aja ,pos aja,"['pos', 'aja']",pos aja
Aplikasinya sangat membantu👍,5,Positif,aplikasinya sangat membantu,aplikasinya membantu,"['aplikasinya', 'membantu']",aplikasi bantu
Lebih mudah dan terpercaya,5,Positif,lebih mudah dan terpercaya,mudah terpercaya,"['mudah', 'terpercaya']",mudah percaya
Ok,5,Positif,ok,ok,['ok'],ok
Aplikasi yang sangat membantu dan bermanfaat...,5,Positif,aplikasi yang sangat membantu dan bermanfaat,aplikasi membantu bermanfaat,"['aplikasi', 'membantu', 'bermanfaat']",aplikasi bantu manfaat
Top,5,Positif,top,top,['top'],top
Mantap pokok e 👍👍👍,5,Positif,mantap pokok e ,mantap pokok e,"['mantap', 'pokok', 'e']",mantap pokok e
App sngat bermanfaat dan sangat membantu pelacakan kiriman sangat puass !!!!!!,5,Positif,app sngat bermanfaat dan sangat membantu pelacakan kiriman sangat puass ,app sngat bermanfaat membantu pelacakan kiriman puass,"['app', 'sngat', 'bermanfaat', 'membantu', 'pelacakan', 'kiriman', 'puass']",app sngat manfaat bantu lacak kirim puass
Mantap...mudah2an..kedepan nya bisa ditingkatkan lagi..modul modulnya..histori lacak kirimannya..estimasi waktu nya..biar lebih akurat..,5,Positif,mantapmudahankedepan nya bisa ditingkatkan lagimodul modulnyahistori lacak kirimannyaestimasi waktu nyabiar lebih akurat,mantapmudahankedepan nya ditingkatkan lagimodul modulnyahistori lacak kirimannyaestimasi nyabiar akurat,"['mantapmudahankedepan', 'nya', 'ditingkatkan', 'lagimodul', 'modulnyahistori', 'lacak', 'kirimannyaestimasi', 'nyabiar', 'akurat']",mantapmudahankedepan nya tingkat lagimodul modulnyahistori lacak kirimannyaestimasi nyabiar akurat
"Bagus banget, bisa cepet nih kalau kirim kirim barang, mudah2an harga nya bersaing",5,Positif,bagus banget bisa cepet nih kalau kirim kirim barang mudahan harga nya bersaing,bagus banget cepet nih kirim kirim barang mudahan harga nya bersaing,"['bagus', 'banget', 'cepet', 'nih', 'kirim', 'kirim', 'barang', 'mudahan', 'harga', 'nya', 'bersaing']",bagus banget cepet nih kirim kirim barang mudah harga nya saing
cepat.aman.terpercaya. produk layanan banyak bro.terutama pospay ngebantu banget.,5,Positif,cepatamanterpercaya produk layanan banyak broterutama pospay ngebantu banget,cepatamanterpercaya produk layanan broterutama pospay ngebantu banget,"['cepatamanterpercaya', 'produk', 'layanan', 'broterutama', 'pospay', 'ngebantu', 'banget']",cepatamanterpercaya produk layan broterutama pospay ngebantu banget
App ini sangat membantu olshop,5,Positif,app ini sangat membantu olshop,app membantu olshop,"['app', 'membantu', 'olshop']",app bantu olshop
"Setelah diperbarui kok jadi gak bisa dibuka, gimana nihhhhhh",1,Negatif,setelah diperbarui kok jadi gak bisa dibuka gimana nihhhhhh,diperbarui gak dibuka gimana nihhhhhh,"['diperbarui', 'gak', 'dibuka', 'gimana', 'nihhhhhh']",baru gak buka gimana nihhhhhh
Maju trus,5,Positif,maju trus,maju trus,"['maju', 'trus']",maju trus
Mantaffff.....,5,Positif,mantaffff,mantaffff,['mantaffff'],mantaffff
Pos Hebat👍🏻,5,Positif,pos hebat,pos hebat,"['pos', 'hebat']",pos hebat
Sangat mbatu umkm mantap poll,5,Positif,sangat mbatu umkm mantap poll,mbatu umkm mantap poll,"['mbatu', 'umkm', 'mantap', 'poll']",mbatu umkm mantap poll
Mantap...pos juara,5,Positif,mantappos juara,mantappos juara,"['mantappos', 'juara']",mantappos juara
Puas,5,Positif,puas,puas,['puas'],puas
Pos Aja hebat...,5,Positif,pos aja hebat,pos aja hebat,"['pos', 'aja', 'hebat']",pos aja hebat
Mantap👍,5,Positif,mantap,mantap,['mantap'],mantap
Mantap untuk layanan pos aja,5,Positif,mantap untuk layanan pos aja,mantap layanan pos aja,"['mantap', 'layanan', 'pos', 'aja']",mantap layan pos aja
jualan online sangat terbantu dengan aplikasi ini,5,Positif,jualan online sangat terbantu dengan aplikasi ini,jualan online terbantu aplikasi,"['jualan', 'online', 'terbantu', 'aplikasi']",jual online bantu aplikasi
Mantab,5,Positif,mantab,mantab,['mantab'],mantab
Aplikasi bagus buat cod..,5,Positif,aplikasi bagus buat cod,aplikasi bagus cod,"['aplikasi', 'bagus', 'cod']",aplikasi bagus cod
Kemudahan penggunaan dan layanan digital yang semakin terintegrasi membuat pelayanan yg semakin solid... Sangat membantu para pebisol yg merintis usahanya maupun yang telah berjalan...,5,Positif,kemudahan penggunaan dan layanan digital yang semakin terintegrasi membuat pelayanan yg semakin solid sangat membantu para pebisol yg merintis usahanya maupun yang telah berjalan,kemudahan penggunaan layanan digital terintegrasi pelayanan yg solid membantu pebisol yg merintis usahanya berjalan,"['kemudahan', 'penggunaan', 'layanan', 'digital', 'terintegrasi', 'pelayanan', 'yg', 'solid', 'membantu', 'pebisol', 'yg', 'merintis', 'usahanya', 'berjalan']",mudah guna layan digital integrasi layan yg solid bantu pebisol yg rintis usaha jalan
Bisa berkirim dari rumah Amat mudah dan simple,5,Positif,bisa berkirim dari rumah amat mudah dan simple,berkirim rumah mudah simple,"['berkirim', 'rumah', 'mudah', 'simple']",kirim rumah mudah simple
"Aplikasi bermanfaat, in sya Allah",5,Positif,aplikasi bermanfaat in sya allah,aplikasi bermanfaat in sya allah,"['aplikasi', 'bermanfaat', 'in', 'sya', 'allah']",aplikasi manfaat in sya allah
Sangat membantu saya sebagai olshop,5,Positif,sangat membantu saya sebagai olshop,membantu olshop,"['membantu', 'olshop']",bantu olshop
Siip,5,Positif,siip,siip,['siip'],siip
Dimana mana Posaja,5,Positif,dimana mana posaja,dimana posaja,"['dimana', 'posaja']",mana posaja
Mantap pos juara,5,Positif,mantap pos juara,mantap pos juara,"['mantap', 'pos', 'juara']",mantap pos juara
Good,5,Positif,good,good,['good'],good
Kerja cerdas.,5,Positif,kerja cerdas,kerja cerdas,"['kerja', 'cerdas']",kerja cerdas
Sangat membantu,5,Positif,sangat membantu,membantu,['membantu'],bantu
Jangan lupa pakai POS AJA MAntap loh zaman now ❤❤❤,5,Positif,jangan lupa pakai pos aja mantap loh zaman now ,lupa pakai pos aja mantap loh zaman now,"['lupa', 'pakai', 'pos', 'aja', 'mantap', 'loh', 'zaman', 'now']",lupa pakai pos aja mantap loh zaman now
👍🏻,5,Positif,,,[],
Bermanfaat,5,Positif,bermanfaat,bermanfaat,['bermanfaat'],manfaat
Lacak kiriman dan chek ongkir lebih mudah....pokok e 👍👍👍👍👍,5,Positif,lacak kiriman dan chek ongkir lebih mudahpokok e ,lacak kiriman chek ongkir mudahpokok e,"['lacak', 'kiriman', 'chek', 'ongkir', 'mudahpokok', 'e']",lacak kirim chek ongkir mudahpokok e
Pos Aja! Mudah...Cepat👍,5,Positif,pos aja mudahcepat,pos aja mudahcepat,"['pos', 'aja', 'mudahcepat']",pos aja mudahcepat
Maju terus pos indonesia,5,Positif,maju terus pos indonesia,maju pos indonesia,"['maju', 'pos', 'indonesia']",maju pos indonesia
Memudahkan semua apa yang kita inginkan baik Pemb n pengiriman,5,Positif,memudahkan semua apa yang kita inginkan baik pemb n pengiriman,memudahkan pemb n pengiriman,"['memudahkan', 'pemb', 'n', 'pengiriman']",mudah pemb n kirim
mengirim jadi lebih mudah dengan posaajjaaa yyuuhhuuu,5,Positif,mengirim jadi lebih mudah dengan posaajjaaa yyuuhhuuu,mengirim mudah posaajjaaa yyuuhhuuu,"['mengirim', 'mudah', 'posaajjaaa', 'yyuuhhuuu']",kirim mudah posaajjaaa yyuuhhuuu
"Modernisasi Kantor Pos semakin terasa dengan aplikasi ini, serasa kantor pos ada di genggaman",5,Positif,modernisasi kantor pos semakin terasa dengan aplikasi ini serasa kantor pos ada di genggaman,modernisasi kantor pos aplikasi serasa kantor pos genggaman,"['modernisasi', 'kantor', 'pos', 'aplikasi', 'serasa', 'kantor', 'pos', 'genggaman']",modernisasi kantor pos aplikasi serasa kantor pos genggam
Aplikasi ini sangat membantu....,5,Positif,aplikasi ini sangat membantu,aplikasi membantu,"['aplikasi', 'membantu']",aplikasi bantu
"Solusi dari Pos Indonesia untuk melakukan order pengiriman dokumen dan paket berbasis aplikasi.... Mantap... Semoga Pos Indonesia lebih baik lagi, tetap eksis dan tambah maju... 👍👍👍",5,Positif,solusi dari pos indonesia untuk melakukan order pengiriman dokumen dan paket berbasis aplikasi mantap semoga pos indonesia lebih baik lagi tetap eksis dan tambah maju ,solusi pos indonesia order pengiriman dokumen paket berbasis aplikasi mantap semoga pos indonesia eksis maju,"['solusi', 'pos', 'indonesia', 'order', 'pengiriman', 'dokumen', 'paket', 'berbasis', 'aplikasi', 'mantap', 'semoga', 'pos', 'indonesia', 'eksis', 'maju']",solusi pos indonesia order kirim dokumen paket bas aplikasi mantap moga pos indonesia eks maju
Pos Mantap,5,Positif,pos mantap,pos mantap,"['pos', 'mantap']",pos mantap
Mudah d gunakan,5,Positif,mudah d gunakan,mudah d,"['mudah', 'd']",mudah d
"Bisa request pickup, cek tarifnya, dan lacak kiriman, lengkap untuk kirim-kirim paket lebih mudah.",5,Positif,bisa request pickup cek tarifnya dan lacak kiriman lengkap untuk kirimkirim paket lebih mudah,request pickup cek tarifnya lacak kiriman lengkap kirimkirim paket mudah,"['request', 'pickup', 'cek', 'tarifnya', 'lacak', 'kiriman', 'lengkap', 'kirimkirim', 'paket', 'mudah']",request pickup cek tarif lacak kirim lengkap kirimkirim paket mudah
