content,score,Label
Sangat membantu dalam pelayan,5,Positif
"aplikasi resmi, mantap, aman dan terpercaya👍",5,Positif
Pos mantap. Juara,5,Positif
Semua jd lebih mudah.. Cukup dr rumah,5,Positif
pos Indonesia sangat membantu masyarakat kiriman apa pun ada sejak jaman dahulu bangkit pos Indonesia maju terus,5,Positif
Memudahkan untuk kirim kirim... Bisa hemat waktu,5,Positif
"Aplikasinya easy to used, ramah banget dan menarik. Pertahankan dan tingkatkan yaa... sejauh ini sangat memuaskan",5,Positif
Ga repot pake pos aja,5,Positif
Aplikasi yang sangat membantu,5,Positif
"Ga pernah maksimal,sekarang ga bisa cetak invoice",3,Netral
Mantap,5,Positif
Aplikasi yg bagus 👍👍,5,Positif
Aplikasi pos aja keren 👍 .. Mempermudah pelanggan dalam bertransaksi kiriman barang,5,Positif
Perlu di kembangkan lagi Pak Pos..,5,Positif
Aplikasi nya bagus bnget.. mempermudah kita dalam mengirim paket.. cek ongkir gak perlu lag ke kantor pos ny langsung.. karna sdah ada aplikasi POs aja.. kantor pos sekarang sdah smakin maju. Keeereenn bangeet 👍😎,5,Positif
Mempermudah kami dalam transaksi berkirim paket,5,Positif
sangat membantu dalam mengirimkan paket saya,5,Positif
Aplikasinya sangat membantu untuk online shop.. Pokoknya mantap...,5,Positif
anda dak sempat keluar rumah...mo kirim/paket..pakai pos aja!...semua jadi mudah...,5,Positif
Mantap aplikasi yg memudahkan dalam pengiriman tanpa ke kantor pos,5,Positif
"Aplikasi pos aja mantap 👍sangat membantu pedagang online,,,",5,Positif
Aplikasi yang simpel,5,Positif
Rasakan kemudahan dalam berkirim barang maupun dokumen,5,Positif
Berguna bnget terima kasih pos,5,Positif
aplikasii mantappp,5,Positif
"Aplikasi PosAja, Mantaaaaaaaaaapp........",5,Positif
Pos ajA,5,Positif
Terima kasih Makin dipermudah untuk berkirim paket Semoga kantor pos makin maju dan jaya,5,Positif
Mantapsssssss,5,Positif
Mantap Sekali👍,5,Positif
Aplikasi yg sangat mendukung bagi pebisnis online ataupun masyarakat lain pada umumnya dalam pengiriman ataupun pengecekan tarif di era digital pada saat ini.,5,Positif
Sangat mendukung dalam bisnis di era digital seperti sekarang ini👍👍👍,5,Positif
Mantap aplikasi yg sangat membantu para pebisnis online,5,Positif
"Aplikasi yang sangat bermanfaat bagi para pebisnis online, dengan terobosan yang baru dan lebih simple sangat nyaman dan mudah digunakan, kita bisa melakukan transaksi pengiriman COD, cek tarif, dan lacak kiriman juga dalam satu aplikasi. Pos indonesia is the best 👍",5,Positif
Mantap..👍👍aplikasi PosAja sangat membantu masyarakat dlm urusan pengiriman..thanks pos indonesia...,5,Positif
Mantap,5,Positif
Sangat membantu,5,Positif
aflikasi pos aja memang mantab banyak produk pelayanan semoga dapat mendongkrak pendapatan pos indonesia dan semakin maju,5,Positif
"Baru selesai instal, sudah minta pembaharuan, mana tidak ada tombol yg bisa di klik. Sepertinya yg kasih bintang 5, pegawai pos semua. Mohon segera di perbaiki aplikasinya",1,Negatif
"Keren, 👍🏼👍🏼 Pos Indonesia semakin berbenah",5,Positif
Pos makin kompetitif ni....alhamdulillah lancar pake PosAja...sukses terus Pos Indonesia...,5,Positif
keren.... semakin mendekatkan layanan pos dgn masyrakat...,5,Positif
Mantap...mempermudah pembisnis online 👍👍👍,5,Positif
Solusi terbaik ada di PosAja! 👍,5,Positif
Ia ok,5,Positif
🤟😎👍,5,Positif
Mantap,5,Positif
Sangat bagus,5,Positif
mantapzz,5,Positif
Aplikasi buruk,1,Negatif
OK BGT APLIKASI INI 👍,5,Positif
Masih tertinggal jauh dengan ekspedisi lainnya.,1,Negatif
Aplikasi mantap memudahkan saya untuk kirim paket tanpa harus ke kantor pos,5,Positif
"Mantablah, kirim paket cukup dari rmh ajah!",5,Positif
fee nya murah. ongkir nya murah. mantap min. sukses selalu,5,Positif
Aplikasi keren memudahkan kita mengirim paket tanpa ke kantor pos,5,Positif
Mantab aplikasinya.. sukses selalu pos Indonesia...,5,Positif
Bagus BGT,5,Positif
Ok,5,Positif
Mantap mantap keren pokoknya aplikasi posAja mantapppsangat....ahhhhh grissssnyoyy😋👍👍,5,Positif
Keren 🙏🙏🙏🙏,5,Positif
mantaf betul,5,Positif
Mantaaaappp bgt,5,Positif
Alhamdulillah. Terimakasih PT.Pos Indonesia sudah membuat aplikasi Pos Aja! Yang sangat membantu untuk para pembisnis online,5,Positif
Mantap dan sukses terus buat pos indonesia,5,Positif
Keren abis aplikasinya,5,Positif
Ok,4,Positif
Sudah lebih baik,5,Positif
Sangat membantu sekali aplikasi terbaru dr PT Pos Indonesia(persero) untuk mengirim paket kemana pun dan dmna pun.,5,Positif
Wak kereennn,5,Positif
Masa baru download dah upgrade.. Gak jadi pula,1,Negatif
Semakin maju tidak mau ketinggalan sistemnya pos indonesia menjelejah sampai ke pelosok negeri,5,Positif
"Bagus pelayanannya ,ramah tamah pelayannya ,harga terjangkau /murah meriah dan dekat juga lokasi nya",5,Positif
Pembelian pulsa listrik muraaahh bgt,5,Positif
Promosi yang terbaik,5,Positif
Nice,5,Positif
Good,5,Positif
Bikin akun giro .pakai apk apa,4,Positif
Ok,5,Positif
Sangat memudahkan untuk proses pengiriman barang..,4,Positif
buruk. paket belum di antar ke penerima malah di bawa kembali.. itu ongkos gk gratis ya.. saya udah bayar. malah jauh ke luar pulau..,1,Negatif
APK NYA BAGUSS SIMPLE POKOKNYA THE BEAST DAHHH👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍🤘🤘🤘🤘👍👍👍🤘👍👍👍🤘👍👍🤘🤘🤘👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍,5,Positif
"nga usah di douwload, aplikasinya nga berguna 😅😂😂 csnya juga lelet, saya pickup barang nga di jemput"" , nga di konfirmasi kalau mau di jemput apa enga, nyesel banget saya instal aplikasi nga ada gunanya ini😡😡😡😡",1,Negatif
Niiceee,5,Positif
Tingkat lagi,5,Positif
"aplikasinya sangat membantu bagi pembisol ,agar memudahkan transaksi kiriman",5,Positif
Alhamdulillah udah ada perbaikan,5,Positif
Pos aja... Emang bagus sangat membantu pedagang online,5,Positif
"Masih belum tau cara pakai COD, trus edit dari bukan pebisnis online jadi pebisnis online jg ga bisa, sama naruk nomer rekening jg gagal terus",3,Netral
Mempermudah Pelayana Pos mantap,5,Positif
Alhamdulillah kantor pos sudah bs meluncurkan aplikasi PosAja dan mempermudah sahabat pos/pebisol untuk ngecek tarif ataupun ngelacak kirimannya..semoga kedepannya lebih bagus lg..Aamiin #posindonesiajuara #rancakbana,5,Positif
👍,5,Positif
Sangat membantu untuk melacak kiriman surat dan paket,5,Positif
Keren euy,5,Positif
Luar biasa,5,Positif
"Sangat membantu, seperti buka kantor pos sendiri... Bisa cek harga, lacak kiriman, dll.. Aplikasi nya juga mudah digunakan",5,Positif
"Salah satu solusi dari pos indonesia untuk memudahkan para pelanggan setia pos, terutama pembisol untuk mengecek tarif kiriman, lacak kiriman dan kiriman COD.",5,Positif
Sangat membantu top lah pt pos Indonesia,5,Positif
Sangat mempermudah pelacakan surat atau paket,5,Positif
Posindo wokeee,5,Positif
Posi Indonesia semakin mantafff,5,Positif
Sangat membantu pelacakan kiriman,5,Positif
PosAja,5,Positif
Mantap,5,Positif
Ws komplit pokokke..,5,Positif
"Semoga dengan aplikasi lebih membantu kami para pembisnis online untuk berjualan, thanks pos, untuk kedepannya lebih kreatif lagi.",5,Positif
PosAja memang mantap dan sangat membantu pedagang online,5,Positif
Aplikasi yg memudahkan bagi pebisol,5,Positif
Aplikasi sangat membantu saya dalam menentukan harga pengiriman,5,Positif
Keren..maju terus pos indonesia,5,Positif
pos juara,5,Positif
App mantab.,5,Positif
Mudah dan memudahkan,5,Positif
Susah update harus tunggu wifi,1,Negatif
"trima kasih kantor pos ,,, sering menggunakan jasa ny",5,Positif
pelayanan yg memuasakan . .,5,Positif
Aplikasi ini sangat membatu di kondisi pendemik kayak gini Terimakasih pos Indonesia,5,Positif
Alhamdulillahirobbil'alamin..dari dulu suka pake pos buat kirim kirim..cepet bgtt..pa lagi udh ada aplikasi kyk gini..ok bgt dah,5,Positif
"Aplikasinya sangat membantu, simpel dan mudah di gunakan.",5,Positif
expedisi murah mudah express,5,Positif
"Gillaaa sihh fiturr dlm aplikasi ini lengkap dan membantu bgt, jd klo mau kirim barang atau lacak lokasi barang buat aku yg mageran ini, jd mudah bgt dan gak ribet🥰🥰🥰 Sukses selalu POS INDONESIA",5,Positif
"Makin pembaruan makin parah pos indonesia ini, Masih bagus yang lama [ Qposin ] Ada keterangan proses antar Selesai antar Uang COD juga cepat di proses ke seler Yang baru malah tambah mundur parah abis Keterangan Pengiriman kurang updet Barang sdh diterima Costamer tp gak ada keterangan selesai antar Parah parah",1,Negatif
"Makin lengkap, terimakasih",5,Positif
"Aplikasi yng sngt mudah, maju pos Indonesia",5,Positif
Mantap pake Banget deh!,5,Positif
Terbaik untuk semua,5,Positif
OKE,5,Positif
💜💙💚💚💛🧡❤,5,Positif
"Ekspedisi paling tanggung jawab untuk semua jenis pengiriman.. Mudah, ramah responsif, cepat dan terpercaya.. Bravo PT Pos Indonesia",5,Positif
Pos indonesia juaranya kiriman cod,5,Positif
"Aplikasi yang sangat membantu, terutama bagi pebisol, karena tdk perlu repot, harus keluar rumah kalau mau kirim barang, pokoknya oke👍",5,Positif
Makin canggih,5,Positif
"Aplikasi ini sangat membantu, trima kasih pos indonesia",5,Positif
Layanan Pos Indonesia semakin mempermudah konsumen.,5,Positif
Mantap kirim paket posaja!!!!,5,Positif
Terimakasih pos indonesia sukses selalu,5,Positif
Mantap,5,Positif
Bismillah membantu saya untuk ngirim barang jualan oriflame. Baju dan masker sy jaulan ONLINE. mantap aplikasinya,5,Positif
Makin mantuull Pos Indonesia Juara!!!,5,Positif
Terimakasi untuk mempermudah kirim paket,5,Positif
Sangat membantu untuk melacak kiriman dan bayar tagihan apa pun bisa tetap semangat terus maju,5,Positif
Luar biasa sangat membantu....,5,Positif
Mantap..,5,Positif
Sangat membantu bagi para pebisnis online,5,Positif
👍,5,Positif
"Bagus, sangat membantu pebisol",5,Positif
Aplikasi yang sangat menarik..maju buat pos indonesia,5,Positif
👍👍👍,5,Positif
"Saya akan terus menggunakan POS untuk kirim2 paket, mari dukung BUMN kita, layanannya mantap cepat, kantornya banyak",5,Positif
Ok... Banget untuk pengiriman jenis apapun. Bisa cek kiriman serta biayany..,5,Positif
Good Job Pos Indonesia,5,Positif
Bagus,5,Positif
"Membantu yang lagi pengen kirim kirim tapi gak bisa keluar rumah, pakai pos aja barang akan sampai tujuan",5,Positif
Jayalah Pos Indonesia,5,Positif
"Pos ku... Ayo buruan download jangan sampai ketinggalan... Di jamin aman,cepet,mudah dan irit....🤗🤗",5,Positif
sejauh ini puas nggk ada trobel,5,Positif
Memudahkan pengiriman dokumen dan paket,5,Positif
Mantap sangat membantu terimakasih PT POS,5,Positif
Alhamdulillah,5,Positif
Ini dulu setelah itu minimal merasakan aplikasi 5 Kali Dan ternyata oke terus. Baru bintang 5.,3,Netral
Lumayannn ... Lebih bagus sekarang,4,Positif
Mempermudah transaksi dgn pos bayat listrik air pdam pulsa dll,5,Positif
"Alhamdulillah sangat membantu,. terimakasih",5,Positif
Lebih mempermudah dalam berteransaksi😘,4,Positif
Pokoke ngene 👍,5,Positif
Aplikasi yang Bagus dan mudah dipergunakan,5,Positif
Sangat membantu,5,Positif
"Pos Indonesia makin mantep... Coba jadikan 1 platform dg Pospay min, biar makin oke",5,Positif
Aplikasi bagus,5,Positif
Transaksi dan pelayanan pos makin mudah saya sangat terbantu terima kasih pos indonesia,5,Positif
Pengiriman barang dari tanggal 09 agustus sampai sekarang belum sampai!! 😡😠 Bumn oh Bumn😔👎,1,Negatif
Gimana kerja nya pos c. Paket belum di antar ke alamat penerima . Tau tau di retur. Alasan tolak tanda terima. Padahal paket belum diantar ke penerima...,1,Negatif
Sangat membantu,5,Positif
Aplikasi yg sangat membantu kami online shop di desa,5,Positif
Sangat membantu cod rakyat kecil dan pelosok .dan pak posnya di pamekasan ramah,5,Positif
Lancar daah..,5,Positif
"Dengan Bismillahirohman Nirrohiiim Hari Ini Saya Redmi Menggunakan Jasa Pengiriman Paket POS Indonesia dan Meninggalkan Perusahaan J&T,semua saya lakukan demi ikut serta memberi dukungan juga ikut memajukan Perusahaan BUMN POS INDONESIA agar terus berkembang dan selalu yang akan jadi terdepan! AYO POS INDONESIA maju terus dan teruslah berkembang!",5,Positif
Membantu dalam pengiriman paket dan dokumen,5,Positif
Pelayanan kurang memuaskan ...apa lg kurir ny klo sistem cod sudah sampj k konsumen mohon lngsung d stor donk ...ini udh 4 hri d trima konsumen yang cod blom msuk uang kagak d setor kan .. Saya ksih bintang 1 dlu ..🙏🙏,2,Negatif
Mantabbbb,5,Positif
Sangat membantu buat layanan pos.. saya suka,5,Positif
Mantap aplikasinya sangat membantu para olshop,5,Positif
Lebih gampang dimana pun bisa,4,Positif
Semangat POS INDONESIA,5,Positif
Luar biasa. Maju terus Pos Indonesia,5,Positif
Aplikasinya bagus mudah dimengerti dan semoga pos lebih maju kedepan,5,Positif
"Tdk perlu repot ke kantor pos, cukup di rumah aja paket di jemput, Naisss👍",5,Positif
Mantap,5,Positif
Ok banget,5,Positif
Mantap,5,Positif
Good,5,Positif
Terpercaya,5,Positif
Jadi lebih enteng kerjanya,5,Positif
Mantap,5,Positif
"Berkirim paket semakin mudah, hanya dengan menggunakan Hp....👌👌👌",5,Positif
Ayo kita instal pos aja biar gampang,5,Positif
"""Di saat hati sudah ditakdirkan untuk memilihmu, plis jangan pergi ya, aku mohon. Kalau kamu masih mau pergi, ya udah aku pilih PosAja. Yang hadir membawa solusi buat aku, gak kayak kamu""",5,Positif
Tampilan keren...cerah...menarik..daaan ..maaaaantap,5,Positif
Pos Indonesia Juara 💪💪💪,5,Positif
Mantabsss... Pos Indonesia terus maju.,5,Positif
Pos juara,5,Positif
App yg sangat membantu👍,5,Positif
Alhamdulillah aplikasi ini sangat membantu...☺,5,Positif
Waw keren aplikasinya Mudah nya berkirim paket pakai handphone...,5,Positif
Salam Pos Juara,5,Positif
Aplikasi ini bagus sekali recomended 👍,5,Positif
Aplikasih mantap,5,Positif
Keren...,5,Positif
Aplikasi yg sangat membantu🙏,5,Positif
Aplikasi sangat bagus dan lengkap,5,Positif
Aplikasinya the bestt👍👍,5,Positif
Mantap.. Memudahkan cek paket dan tarif pengiriman..,5,Positif
Sangat membantu,5,Positif
aplikasi yang sangat membantu dalam pengecekan paket pokokx mantap 👍,3,Netral
Luar biasa aplikasinya. Mantap,5,Positif
Semoga semakin baik layanannya,5,Positif
Keren dan sangat membantu pengecekan informasi pengiriman paket,5,Positif
Mantap smoga kantor pos ke depan lebih maju,5,Positif
"Jgn terlalu sering minta update donk, jd semakin leled jalan aplikasinya..",3,Netral
"Alhamdulillah,, kemudahan demi kemudahan selalu di berikan oleh pas,, salah satunya dengan aplikasi ini,, semogah kedepannya selalu ada upgrade"" terbaru..",5,Positif
Sangat mempermudah buat cek kiriman,5,Positif
Terima kasih pos Sudah memudahkan kami pedagang kecil Sukses selalu🤟,5,Positif
Ok,4,Positif
"Kemarin saya COD ada 1,1juta belum saya cairkan kok di cek tinggal Rp. -1 gimna? Apakah bisa komplain?",4,Positif
Good,5,Positif
Bagus,5,Positif
Smagat membantu rakyat kecil,5,Positif
Mantap,5,Positif
Keren,5,Positif
Sipb,5,Positif
Sekarang sudah susah. Setiap buat orderan baru selalu minta lokasi. Pdhal sdh diaktkan lokasi. Tolong dong pos .perbaiki. semakin di perbaruhui semakin jelek aplikasi nya,3,Netral
"Apaan nih, pick up terjadwal tapi ga ada di jemput",1,Negatif
Baik dan lancar,5,Positif
Pos juara,5,Positif
Utamakan sdm yg handal tangguh dedikasi tanggungjawab komitmen loyalitas bangga,5,Positif
Memudahkan saya jualan,5,Positif
aplikasi yg memberikan kemudahan bagi pebisol,5,Positif
Ok,5,Positif
Sangat Membantu... masukan untuk Developher... untuk Label Asuransi Barang.. Mohon diganti dengan Harga Barang / Nilai Barang.. Agar tidak membingukan Pengguna.. Sekian masukan dari saya,5,Positif
Ok mantapppp,5,Positif
Sippp tambah mantap,5,Positif
Aplikasi ini sangan memudahkan untuk pembisnis online terimakasih pt pos,5,Positif
No bugs no lemot. Sangat membantu sekali buat yg punya online shop,5,Positif
Ok,5,Positif
"Aplikasi sudah bagus, mungkin bisa dikoneksikan dengan e commerce sehingga tidak perlu penginputan lagi nomor resi kiriman.",5,Positif
Semakin maju dan Semakin improve untuk kenyamanan pelanggan,5,Positif
Sangat membantu apalagi utk yg tidak punya norek tabungan bisa buat transfer ke semua bank,5,Positif
Aplikkasi yg sangat membantu usaha kecil menegah ke atas,5,Positif
"Bagus, pos tambah keren mantap",5,Positif
Keren,5,Positif
Ok,5,Positif
Bagus lebih ditingkatkan lagi👍👍👍,5,Positif
"Alhamdulillah ,seneng sekali jadi partner dg pos",5,Positif
Kenapa ya mau kirim cod gak bisa2? Minta aktifkan lokasi ..padahal lokasi saya aktif ..mohon pencerahannya min,5,Positif
Nyampenya jgn lama2 ya pos,5,Positif
mantul,5,Positif
lemot,3,Netral
Mantap,5,Positif
Aplikasi nya lengkap... Mantap Ada menu cod kirimam jadi lbh gampang jualan online,5,Positif
"Dg pakai aplikasi Pos Aja, kiriman yg mau kita kirim bisa dijemput",5,Positif
Mantap,5,Positif
Aplikasi nya gagal. Selalu mintak di perbarui tapi setelah diperbarui pin juga sering kerestart,1,Negatif
"Aplikasi sangat membantu pengiriman lebih muda bisa cek tarip Juga,,,pokoknya mantapla,,,, POS INDONESIA JUARAAA",5,Positif
Kenapa lama sekali download nya ya ..sampai sekarang belom bisa2,4,Positif
Mantab dah,5,Positif
Aplikasinya bagus memudahkan kita untuk mengetahui tarif kiriman tanpa harus ke kantor pos,5,Positif
Dgn adanya cod pos penjualanku meningkat,5,Positif
Di update trus.. Sistem lokasi minta di nyalakan terus.. Ribuan paket sebelumnya g ribet.. Ini jadi susah entri.. G jelas.. Kadang bisa kadang g bisa,1,Negatif
Tembelek,5,Positif
Best aplication,5,Positif
Mantap salut OK banget,5,Positif
Mantap,5,Positif
Memuaskan,5,Positif
4 dulu deh belum bisa pic up ambil dirumah soale hehehhe,4,Positif
"Semua kiriman bisa dikirim PosAja, layanan pos semakin berinovasi✨ yooo gaessss kirim dipos aja cepat dan mudah💃💨👍",5,Positif
mantep,5,Positif
Ada bbrpa fitur yang blm maksimal.,4,Positif
Exelent,5,Positif
Aplikasi yg memudahkan untuk cod 😍,5,Positif
"Selalu puas dengan PT Pos Indonesia. Semoga konsisten dalam berkembang tumbuh dengan bertransformasi di era serba cepat. Pos indonesia tumbuh, pos indonesia Tangguh.",5,Positif
Pertama pakai.. Maaf apa bisa atur ulang isi data,5,Positif
Fitur fitur nya variatif Pos Indonesia Juara,5,Positif
Manfaat bagi reseller semoga semakin jaya dan bayakin promo hehehehe,5,Positif
Barakallahu fiikum,5,Positif
Apapun kiriman kamu.... PosAja pake nya,5,Positif
Oke,5,Positif
😁👍,5,Positif
Sip pokok nya,5,Positif
"Sudah 2 tahun pos temani saya dagang online untuk layanan cod. Admin pos Surabaya juga pro aktif sangat membantu menjadi partner saya untuk masalah transaksi. Pos selalu update dan upgrade. Aplikasinya selalu baru yang solutif masalah terkini. Pos ngga boleh tinggal di zona nyaman. Harus berdaing dan adaptasi dengan kemajuan digital saat ini. Pos harus menunjukkan bahwa kau BUMN yg oke, cuan, bermanfaat, anti-bangkrut, bebas pailit dan bebas korupsi.",5,Positif
Mantap aplikasi buat berkirim surat dan paket barang,5,Positif
"Apl yang bagus,kerenn top bgt..pokok nya",4,Positif
Sangat baik,5,Positif
bagus,5,Positif
ok ak suka..cod lancar ..wlw kdg dana cod br masuk besoknya..next ada option order ulang ke alamat dan pnrima yg sama biar lbh cpt ya..trs adain layanan pik up k rmh biar emak2 olshop ga msti repot k kntor pos,5,Positif
Masih agak ribet heheheee.....,3,Netral
Memudahkan buat COD,5,Positif
Mantap sob...,5,Positif
"Sangat membantu, sistem cod no ribet,pengiriman cepat",5,Positif
Sangat membantu,5,Positif
App yg bermanfaad,5,Positif
Tekhnologi nya makin maju siiip,5,Positif
Kerenn,5,Positif
Mantap,5,Positif
Pokoknya terima kasih pos Indonesia. . lancar Online shop ku,5,Positif
Lumayan buat cek,5,Positif
"Saya hmpir 1,5 thn brsama pos cod ,,gk nyangka Pos BUMN bisa maju...",5,Positif
Sangat untuk transaksi jual online,5,Positif
alhamdulillah...,5,Positif
Biasa aja,5,Positif
Pelanggan bisa jadi kabur bosque 😭😭😭😭😭😭,4,Positif
Sangat bermanfaat,5,Positif
"Sangat membantu,mudah dan aman",5,Positif
Terimakasih udah membantu untuk bertransaksi dalam usaha kami,5,Positif
Mantap euyyy pos indonesia terus berinovasi membangun negeri... jaya selalu pos indonesia💪👋👋,5,Positif
Mantap PT Pos Indo 👍,5,Positif
Awesome,5,Positif
"Bagus, membantu sekali",5,Positif
pos Indonesia mantap,5,Positif
"Sangat membatu aplikasi PosAja...Ga perlu repot-repot keluar rumah saat pandemi saat ini semua sudah disediakan di aplikasi ini.. Makasih PosAja, terus maju PT.Posindonesia..",5,Positif
Mantap jiwa pokoknya Pos Indonesia semakin didepan dahhh ah..ah..ah 🥳,5,Positif
Bagus banget,5,Positif
Terlalu banyak biaya. system cod tp ongkir dminta d depan bukan kayak j&t dll. brg sampai tp dana tdk langsung dmasukkan sampai harus laporan muluk ke admin posnya. klo bisa mohon di perbaiki systemnya coba contoh expedisi lainnya. 🙏🙏,2,Negatif
Sangat membantu olshop👍,4,Positif
Mantap lah aplikasinya untuk pebisnis online semakin mudah dan cepat,5,Positif
"Pencairan gak bisa lwt shopee,kalo bisa dicairkan lwt shopeepay saya kasih bintang5",1,Negatif
"Aplikasi ini sangat membantu bagi para pebisnis online dimasa pandemi covid 19 yg tidak tahu kapan selesainya, bisa untuk cek tarif, lacak kiriman dalam satu aplikasi dan fiturnya jg cukup lengkap, sekian dri saya terimakasih..semoga makin maju, berjuang, sukses.",5,Positif
Bagus pelayanan cepat,5,Positif
Oke,5,Positif
👍👍,5,Positif
Pos terbaik 👍👍,5,Positif
"Semakin mudah sajah, gak perlu keluar rumah",5,Positif
Kirim paket dan surat di pos Aja lebih murah.aman.cepat .tepat ... Pos Yg terbaik tiada lawan.,5,Positif
Sangat membantu,5,Positif
Ok,5,Positif
"Sangat membantu pedagang dalam pembayaran COD, untuk kurir mohon ditingkatkan kecepatan pengirimannya (jangan kalah am yg swasta). Terimakasih PT. POS",5,Positif
"Tambah kereen dan instant memudahkan untuk jualan online for cod , tkanksyou pos ID",5,Positif
Jos makin mantap,5,Positif
Aplikasi terbaru sangat ok,5,Positif
Alhmdllah sekarang udah jarang eror,4,Positif
Pos Aja mantap,5,Positif
Pos aja mantap 👍👍👍👍👍,5,Positif
Mantap,4,Positif
"Sayangnya sistem COD masih manual, harus print sendri invoice nya....jauhhhhhhhh",2,Negatif
Bagus,5,Positif
Digital in your hand...keren nih..hayu segera install dan pakai ya,5,Positif
Pos telah berubah makin baik terus tingkatkan pelayanan apk mangstaaf,5,Positif
Mantappzz.. makasih pos indonesia.. masa pandemi ada cod pos sangat membantu jualan online sayaa,5,Positif
Mantap ga ribet,5,Positif
Bagus sekali membantu jualan saya yang makin lancar,5,Positif
Aplikasi yang luar biasa.. Mantap 👍,5,Positif
Lebih sering kugunakan untuk ngecek ongkir.,5,Positif
Semoga makin jaya,5,Positif
Mantafff bos q,5,Positif
"Keren bisa order pick up kiriman, dan dlm kota ada yg maksimal 3 jam",5,Positif
Oke,5,Positif
"Sangat memudahkan sekali dalam pengiriman paket, mantap",5,Positif
Sangat bermanfaat.,5,Positif
Ini kenapa lagi? mau bikin orderan tapi gak bisa. disuruh ngaktifin lokasi. lokasi mana lagi. padahal sebelumnya bisa... selalu saja ada masalah dan masalah. gak pernah beres. di update pun sama saja. jadi nyesel kenapa saya update. malah menuhi memori saja. tagihan dari kantor pos dan yg ada di aplikasi juga ada selisih. jadi rugi penjualnya...,1,Negatif
Bagus,5,Positif
"Sangat membantu bagi online shop untuk mempermudah proses pngriman tanpa perlu repot2 lg, mantabbbs 👍👍👍",4,Positif
sangat memuaskan...,5,Positif
Dengan ada nya pos pickup sgt mbantu bisnis sya jd lebih mudah..gk hrs kluar rumah cukup tul tul dr rumh jadi duiiittt🤗🤗🤗🤗😍😍😍😍😍,5,Positif
Jaya jaya jaya,5,Positif
Pos tetep juara,5,Positif
Mantap,5,Positif
Mantap betull😘😘,5,Positif
solusi cerdas kiriman anda,5,Positif
Kren kali bahhh,5,Positif
Manttaaapp sukses terus pos indonesia,5,Positif
Pos indonesia juara,5,Positif
Mantap,5,Positif
Keren euyee ......,5,Positif
Paten kaleeee,5,Positif
Pos joss,5,Positif
Mantap app sangat mudah,5,Positif
Mantappp..,5,Positif
Apk mantap,5,Positif
Sangat membantu dan mudah penjual dan masyarakat dalam pengiriman paket terus berinovasi untuk pos Indonesia,5,Positif
Top markotop,5,Positif
Josss,5,Positif
Top dach👍👍,5,Positif
Luar biasa,5,Positif
mantap cukup di rumah saja kiriman sudah jalan,5,Positif
Mantappp POS INDONESIA tetap juara !!!,5,Positif
Keren !!!!! Jaya terus Pos Indonesia,5,Positif
Pos semakin mantap&jayaaaaa👍🏻👍🏻👍🏻,5,Positif
Mantap,5,Positif
Pokoknya mantabek euy,5,Positif
Mantap pake jasa posindonesia,5,Positif
"yang versi terbaru kadang error,,tingkatkan lagi ya 🙏👍",4,Positif
Makin mantap,4,Positif
Pos indonesia bangkit. . . .,5,Positif
mantap,5,Positif
Mantap,5,Positif
"Aplikasi PosAja mantappp... Memudahkan untuk order pengiriman surat dan paketan,kiriman siap dijemput petugas pickup, memudahkan pembisnis online. Ayo Download aplikasi nya.",5,Positif
"Jadi ga bisa order ni,. Gimana?",1,Negatif
Tolong untuk bagian pengirim versi aplikasi bisa edit data pengirimnya (nama dan HP) seperti versi dekstop. Sama Sediakan menu feedback agar aplikasi terus berkembang!,1,Negatif
jangan jauh2 klau kirim barang di pos aja.mantap👍,5,Positif
Mantap,5,Positif
Ok mantap punya,5,Positif
"Kereeen bisa kirim barang tanpa ribet,tanpa antri,bisa dipickup pula lagi mantappp 👍👍👍👍",5,Positif
Sippp,5,Positif
cocok saat PPKM... telpon tim oranger pos... udah di pick up... maju yuk pak pos sayang kok blm kerja sama dg market place belanja on line..,5,Positif
Kalo ada POS kenapa harus pake yg LAIN..??!! PosAja! ♥,5,Positif
Mantul... Pos juara,5,Positif
Sangat membantu dan mendukung pebisnis olshop👍👍,5,Positif
"Pos Aja adalah Brand Kurir baru dari Pos Indonesia yang menggunakan platform full digital, jadi mempermudah para pebisol untuk melakukan pengiriman barang dan disertai jasa pickup, cod tracking dan cek tarif",5,Positif
"Pake Pos Aja! ... Ngak pake ribet, ngak pake antri.... Cus di pickup pak Pos.... Mantul gaeesss",5,Positif
"Sangat membatu aplikasi ini,semoga pos indonesia tambah jaya dan terpercaya❤️❤️❤️",5,Positif
Terimakasih PosAja sangat memudahkan pembisnis online dan masyarakat umum untuk kirim paket❤,5,Positif
Pos aja makin mantab makin memudahkan kita mengenal lebih dekat tentang pelayanan Pos..Bravo PT POS,5,Positif
Cara mudah n cepat bertransaksi surat n paket.mantaapp,5,Positif
Kite kirim2 ape ajeh deh d mari nh d Pos Aja pan lebih mantapppp👍👍👍,5,Positif
Pos Aja memang keren 👍👍,5,Positif
"Sangat mempermudah untuk saya berjualan,terima kasih pos indonesia",5,Positif
Cakeppp,5,Positif
"Sangat membantu ,",5,Positif
